# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.add.entity.ms,1699828184623000000,1699828244596000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1699828184623000000,1699828244596000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1699828184623000000,1699828244596000000,153
workspaceModel.save.cache.to.file.ms,1699828184623000000,1699828244596000000,97
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1699828184623000000,1699828244596000000,0
jps.load.initial.state.ms,1699828184623000000,1699828244596000000,17
jps.save.changed.project.entities.ms,1699828184623000000,1699828244596000000,2
jps.library.entities.serializer.load.entities.ms,1699828184623000000,1699828244596000000,0
jps.global.handle.changed.events.ms,1699828184623000000,1699828244596000000,0
jps.save.global.entities.ms,1699828184623000000,1699828244596000000,1
workspaceModel.moduleBridge.facet.initialization.ms,1699828184623000000,1699828244596000000,0
jps.facet.change.listener.process.change.events.ms,1699828184623000000,1699828244596000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1699828184623000000,1699828244596000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1699828184623000000,1699828244596000000,0
jps.app.storage.content.reader.load.component.ms,1699828184623000000,1699828244596000000,0
jps.global.initialize.library.bridges.after.loading.ms,1699828184623000000,1699828244596000000,0
workspaceModel.moduleBridge.before.changed.ms,1699828184623000000,1699828244596000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1699828184623000000,1699828244596000000,1
workspaceModel.moduleBridge.update.option.ms,1699828184623000000,1699828244596000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1699828184623000000,1699828244596000000,0
workspaceModel.orphan.listener.update.ms,1699828184623000000,1699828244596000000,6
jps.apply.loaded.storage.ms,1699828184623000000,1699828244596000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1699828184623000000,1699828244596000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1699828184623000000,1699828244596000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1699828184623000000,1699828244596000000,0
jps.artifact.entities.serializer.save.entities.ms,1699828184623000000,1699828244596000000,0
workspaceModel.global.apply.state.to.project.ms,1699828184623000000,1699828244596000000,90
workspaceModel.mutableEntityStorage.entities.by.source.ms,1699828184623000000,1699828244596000000,0
jps.project.serializers.save.ms,1699828184623000000,1699828244596000000,2
jps.artifact.entities.serializer.load.entities.ms,1699828184623000000,1699828244596000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1699828184623000000,1699828244596000000,0
jps.global.initialize.library.bridges.ms,1699828184623000000,1699828244596000000,1
jps.facet.change.listener.before.change.events.ms,1699828184623000000,1699828244596000000,1
jps.app.storage.content.writer.save.component.ms,1699828184623000000,1699828244596000000,0
workspaceModel.global.updates.count,1699828184623000000,1699828244596000000,0
jps.storage.jps.conf.reader.load.component.ms,1699828184623000000,1699828244596000000,43
jps.global.get.library.ms,1699828184623000000,1699828244596000000,0
jps.global.get.libraries.ms,1699828184623000000,1699828244596000000,0
jps.global.get.library.by.name.ms,1699828184623000000,1699828244596000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1699828184623000000,1699828244596000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1699828184623000000,1699828244596000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1699828184623000000,1699828244596000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1699828184623000000,1699828244596000000,5
jps.reload.project.entities.ms,1699828184623000000,1699828244596000000,0
jps.load.project.to.empty.storage.ms,1699828184623000000,1699828244596000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1699828184623000000,1699828244596000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1699828184623000000,1699828244596000000,0
FlushQueue.queueSizeMax,1699828184623000000,1699828244596000000,17
FlushQueue.waitingTime90PNs,1699828184623000000,1699828244596000000,4259839
NonBlockingReadAction.finalizedExecutionsCount,1699828184623000000,1699828244596000000,21
NonBlockingReadAction.finalizedExecutionTimeUs,1699828184623000000,1699828244596000000,228594
AWTEventQueue.dispatchTime90PNs,1699828184623000000,1699828244596000000,2244607
FlushQueue.executionTimeAvgNs,1699828184623000000,1699828244596000000,607569.0544959129
FlushQueue.executionTime90PNs,1699828184623000000,1699828244596000000,524287
FlushQueue.waitingTimeMaxNs,1699828184623000000,1699828244596000000,2097151999
FlushQueue.queueSizeAvg,1699828184623000000,1699828244596000000,0.6771117166212534
AWTEventQueue.dispatchTimeAvgNs,1699828184623000000,1699828244596000000,1672391.1062371486
FlushQueue.waitingTimeAvgNs,1699828184623000000,1699828244596000000,1.694905233787466E7
AWTEventQueue.dispatchTimeMaxNs,1699828184623000000,1699828244596000000,261095423
FlushQueue.queueSize90P,1699828184623000000,1699828244596000000,2
NonBlockingReadAction.failedExecutionTimeUs,1699828184623000000,1699828244596000000,6020
FlushQueue.executionTimeMaxNs,1699828184623000000,1699828244596000000,96468991
FlushQueue.tasksExecuted,1699828184623000000,1699828244596000000,734
AWTEventQueue.dispatchTimeTotalNS,1699828184623000000,1699828244596000000,4885304600
AWTEventQueue.eventsDispatched,1699828184623000000,1699828244596000000,2918
NonBlockingReadAction.failedExecutionsCount,1699828184623000000,1699828244596000000,1
Indexes.stubs.lookupDurationMaxMs,1699828184623000000,1699828244596000000,0.0
Indexes.stubs.lookupDurationAvgMs,1699828184623000000,1699828244596000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1699828184623000000,1699828244596000000,0.0
IndexesFlusher.totalFlushesRetried,1699828184623000000,1699828244596000000,0
Indexes.entries.lookupDurationAvgMs,1699828184623000000,1699828244596000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1699828184623000000,1699828244596000000,1
Indexes.entries.lookupDuration90PMs,1699828184623000000,1699828244596000000,0.0
Indexes.stubs.lookups,1699828184623000000,1699828244596000000,0.0
Indexes.allKeys.lookups,1699828184623000000,1699828244596000000,0.0
Indexes.allKeys.lookupDuration90PMs,1699828184623000000,1699828244596000000,0.0
IndexesFlusher.totalFlushes,1699828184623000000,1699828244596000000,93
VFSFlusher.totalFlushesRetried,1699828184623000000,1699828244596000000,0
Indexes.entries.lookupDurationMaxMs,1699828184623000000,1699828244596000000,0.0
Indexes.entries.lookups,1699828184623000000,1699828244596000000,0.0
VFSFlusher.totalFlushingTimeUs,1699828184623000000,1699828244596000000,1321197
VFSFlusher.totalFlushes,1699828184623000000,1699828244596000000,39
Indexes.allKeys.lookupDurationAvgMs,1699828184623000000,1699828244596000000,0.0
IndexesFlusher.totalFlushingTimeUs,1699828184623000000,1699828244596000000,18809959
VFSFlusher.totalContentionQuotaSpent,1699828184623000000,1699828244596000000,0
Indexes.stubs.lookupDuration90PMs,1699828184623000000,1699828244596000000,0.0
FileNameCache.fastMisses,1699828184623000000,1699828244596000000,667055
FileNameCache.queries,1699828184623000000,1699828244596000000,8983969
FileNameCache.totalMisses,1699828184623000000,1699828244596000000,276892
JVM.GC.collections,1699828184623000000,1699828244596000000,16
JVM.threadCount,1699828184623000000,1699828244596000000,73
JVM.usedHeapBytes,1699828184623000000,1699828244596000000,471319576
JVM.totalCpuTimeMs,1699828184623000000,1699828244596000000,85907
JVM.maxHeapBytes,1699828184623000000,1699828244596000000,1572864000
JVM.usedNativeBytes,1699828184623000000,1699828244596000000,321687296
JVM.GC.collectionTimesMs,1699828184623000000,1699828244596000000,210
OS.loadAverage,1699828184623000000,1699828244596000000,-1.0
JVM.maxNativeBytes,1699828184623000000,1699828244596000000,-1
FilePageCache.disposedBuffers,1699828184623000000,1699828244596000000,0
StorageLockContext.competingThreads.90P,1699828184623000000,1699828244596000000,0
StorageLockContext.competingThreads.max,1699828184623000000,1699828244596000000,0
StreamlinedBlobStorage.recordsRelocated,1699828184623000000,1699828244596000000,0
StreamlinedBlobStorage.recordsAllocated,1699828184623000000,1699828244596000000,2
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1699828184623000000,1699828244596000000,258072576
FilePageCache.capacityInBytes,1699828184623000000,1699828244596000000,524288000
FilePageCache.maxRegisteredFiles,1699828184623000000,1699828244596000000,288
DirectByteBufferAllocator.hits,1699828184623000000,1699828244596000000,0
StorageLockContext.competingThreads.avg,1699828184623000000,1699828244596000000,0.0
FilePageCache.pageFastCacheHits,1699828184623000000,1699828244596000000,1048690
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1699828184623000000,1699828244596000000,140
FilePageCache.maxCacheSizeInBytes,1699828184623000000,1699828244596000000,258072576
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1699828184623000000,1699828244596000000,34
FilePageCache.totalPageDisposalsUs,1699828184623000000,1699828244596000000,5
DirectByteBufferAllocator.disposed,1699828184623000000,1699828244596000000,0
DirectByteBufferAllocator.reclaimed,1699828184623000000,1699828244596000000,0
DirectByteBufferAllocator.misses,1699828184623000000,1699828244596000000,1
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1699828184623000000,1699828244596000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1699828184623000000,1699828244596000000,0
FilePageCache.uncachedFileAccess,1699828184623000000,1699828244596000000,0
FilePageCache.totalPageLoadsUs,1699828184623000000,1699828244596000000,10518
StreamlinedBlobStorage.recordsDeleted,1699828184623000000,1699828244596000000,0
FilePageCache.pageHits,1699828184623000000,1699828244596000000,14924
FilePageCache.pageLoads,1699828184623000000,1699828244596000000,1
workspaceModel.update.unloaded.entities.ms,1699828184623000000,1699828244596000000,0
workspaceModel.pre.handlers.ms,1699828184623000000,1699828244596000000,1
workspaceModel.loading.from.cache.ms,1699828184623000000,1699828244596000000,403
workspaceModel.updates.count,1699828184623000000,1699828244596000000,2
workspaceModel.updates.precise.ms,1699828184623000000,1699828244596000000,12
workspaceModel.loading.total.ms,1699828184623000000,1699828244596000000,467
workspaceModel.init.bridges.ms,1699828184623000000,1699828244596000000,4
workspaceModel.updates.ms,1699828184623000000,1699828244596000000,91
workspaceModel.to.snapshot.ms,1699828184623000000,1699828244596000000,0
workspaceModel.collect.changes.ms,1699828184623000000,1699828244596000000,0
workspaceModel.check.recursive.update.ms,1699828184623000000,1699828244596000000,4
workspaceModel.replace.project.model.ms,1699828184623000000,1699828244596000000,0
workspaceModel.initializing.ms,1699828184623000000,1699828244596000000,4
workspaceModel.moduleManagerBridge.build.module.graph.ms,1699828244596000000,1699828304597000000,0
jps.library.entities.serializer.save.entities.ms,1699828244596000000,1699828304597000000,0
workspaceModel.mutableEntityStorage.entities.ms,1699828244596000000,1699828304597000000,1
jps.facet.change.listener.init.bridge.ms,1699828244596000000,1699828304597000000,0
workspaceModel.load.cache.from.file.ms,1699828244596000000,1699828304597000000,396
workspaceModel.mutableEntityStorage.add.diff.ms,1699828244596000000,1699828304597000000,0
workspaceModel.sync.entities.ms,1699828244596000000,1699828304597000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1699828244596000000,1699828304597000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1699828244596000000,1699828304597000000,2279
workspaceModel.mutableEntityStorage.referrers.ms,1699828244596000000,1699828304597000000,0
jps.global.handle.before.change.events.ms,1699828244596000000,1699828304597000000,0
workspaceModel.global.updates.ms,1699828244596000000,1699828304597000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1699828244596000000,1699828304597000000,1
jps.project.serializers.load.ms,1699828244596000000,1699828304597000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1699828244596000000,1699828304597000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1699828244596000000,1699828304597000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1699828244596000000,1699828304597000000,153
workspaceModel.save.cache.to.file.ms,1699828244596000000,1699828304597000000,97
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1699828244596000000,1699828304597000000,0
jps.load.initial.state.ms,1699828244596000000,1699828304597000000,17
jps.save.changed.project.entities.ms,1699828244596000000,1699828304597000000,2
jps.library.entities.serializer.load.entities.ms,1699828244596000000,1699828304597000000,0
jps.global.handle.changed.events.ms,1699828244596000000,1699828304597000000,0
jps.save.global.entities.ms,1699828244596000000,1699828304597000000,8
workspaceModel.moduleBridge.facet.initialization.ms,1699828244596000000,1699828304597000000,0
jps.facet.change.listener.process.change.events.ms,1699828244596000000,1699828304597000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1699828244596000000,1699828304597000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1699828244596000000,1699828304597000000,0
jps.app.storage.content.reader.load.component.ms,1699828244596000000,1699828304597000000,0
jps.global.initialize.library.bridges.after.loading.ms,1699828244596000000,1699828304597000000,0
workspaceModel.moduleBridge.before.changed.ms,1699828244596000000,1699828304597000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1699828244596000000,1699828304597000000,1
workspaceModel.moduleBridge.update.option.ms,1699828244596000000,1699828304597000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1699828244596000000,1699828304597000000,0
workspaceModel.orphan.listener.update.ms,1699828244596000000,1699828304597000000,6
jps.apply.loaded.storage.ms,1699828244596000000,1699828304597000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1699828244596000000,1699828304597000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1699828244596000000,1699828304597000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1699828244596000000,1699828304597000000,0
jps.artifact.entities.serializer.save.entities.ms,1699828244596000000,1699828304597000000,0
workspaceModel.global.apply.state.to.project.ms,1699828244596000000,1699828304597000000,90
workspaceModel.mutableEntityStorage.entities.by.source.ms,1699828244596000000,1699828304597000000,0
jps.project.serializers.save.ms,1699828244596000000,1699828304597000000,2
jps.artifact.entities.serializer.load.entities.ms,1699828244596000000,1699828304597000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1699828244596000000,1699828304597000000,0
jps.global.initialize.library.bridges.ms,1699828244596000000,1699828304597000000,1
jps.facet.change.listener.before.change.events.ms,1699828244596000000,1699828304597000000,1
jps.app.storage.content.writer.save.component.ms,1699828244596000000,1699828304597000000,0
workspaceModel.global.updates.count,1699828244596000000,1699828304597000000,0
jps.storage.jps.conf.reader.load.component.ms,1699828244596000000,1699828304597000000,43
jps.global.get.library.ms,1699828244596000000,1699828304597000000,0
jps.global.get.libraries.ms,1699828244596000000,1699828304597000000,0
jps.global.get.library.by.name.ms,1699828244596000000,1699828304597000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1699828244596000000,1699828304597000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1699828244596000000,1699828304597000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1699828244596000000,1699828304597000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1699828244596000000,1699828304597000000,5
jps.reload.project.entities.ms,1699828244596000000,1699828304597000000,0
jps.load.project.to.empty.storage.ms,1699828244596000000,1699828304597000000,0
