# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.updates.precise.ms,1699743755367000000,1699743815388000000,41
workspaceModel.updates.count,1699743755367000000,1699743815388000000,5
workspaceModel.init.bridges.ms,1699743755367000000,1699743815388000000,3
workspaceModel.replace.project.model.ms,1699743755367000000,1699743815388000000,0
workspaceModel.collect.changes.ms,1699743755367000000,1699743815388000000,0
workspaceModel.loading.total.ms,1699743755367000000,1699743815388000000,403
workspaceModel.update.unloaded.entities.ms,1699743755367000000,1699743815388000000,0
workspaceModel.check.recursive.update.ms,1699743755367000000,1699743815388000000,8
FilePageCache.pageHits,1699743755367000000,1699743815388000000,23230
DirectByteBufferAllocator.hits,1699743755367000000,1699743815388000000,19
FilePageCache.capacityInBytes,1699743755367000000,1699743815388000000,524288000
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1699743755367000000,1699743815388000000,74112424
FilePageCache.maxCacheSizeInBytes,1699743755367000000,1699743815388000000,265437184
FilePageCache.totalPageDisposalsUs,1699743755367000000,1699743815388000000,1372
FilePageCache.pageLoadsAboveSizeThreshold,1699743755367000000,1699743815388000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1699743755367000000,1699743815388000000,265437184
DirectByteBufferAllocator.reclaimed,1699743755367000000,1699743815388000000,19
FilePageCache.totalPageLoadsUs,1699743755367000000,1699743815388000000,1607532
FilePageCache.pageLoads,1699743755367000000,1699743815388000000,218
FilePageCache.pageFastCacheHits,1699743755367000000,1699743815388000000,1371296
StreamlinedBlobStorage.recordsRelocated,1699743755367000000,1699743815388000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1699743755367000000,1699743815388000000,0
StorageLockContext.competingThreads.avg,1699743755367000000,1699743815388000000,0.03636363636363636
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1699743755367000000,1699743815388000000,32618839
DirectByteBufferAllocator.misses,1699743755367000000,1699743815388000000,199
FilePageCache.maxRegisteredFiles,1699743755367000000,1699743815388000000,288
DirectByteBufferAllocator.disposed,1699743755367000000,1699743815388000000,0
FilePageCache.disposedBuffers,1699743755367000000,1699743815388000000,19
StorageLockContext.competingThreads.max,1699743755367000000,1699743815388000000,3
StreamlinedBlobStorage.recordsDeleted,1699743755367000000,1699743815388000000,81503
StreamlinedBlobStorage.recordsAllocated,1699743755367000000,1699743815388000000,1129816
FilePageCache.uncachedFileAccess,1699743755367000000,1699743815388000000,119
StorageLockContext.competingThreads.90P,1699743755367000000,1699743815388000000,0
Indexes.allKeys.lookupDuration90PMs,1699743755367000000,1699743815388000000,0.0
IndexesFlusher.totalFlushesRetried,1699743755367000000,1699743815388000000,0
IndexesFlusher.totalFlushes,1699743755367000000,1699743815388000000,95
IndexesFlusher.totalFlushingTimeUs,1699743755367000000,1699743815388000000,9262637
IndexesFlusher.totalContentionQuotaSpent,1699743755367000000,1699743815388000000,0
Indexes.stubs.lookupDuration90PMs,1699743755367000000,1699743815388000000,0.0
Indexes.entries.lookupDurationMaxMs,1699743755367000000,1699743815388000000,139.0
Indexes.entries.lookups,1699743755367000000,1699743815388000000,4.0
Indexes.stubs.lookupDurationMaxMs,1699743755367000000,1699743815388000000,0.0
VFSFlusher.totalFlushes,1699743755367000000,1699743815388000000,31
VFSFlusher.totalContentionQuotaSpent,1699743755367000000,1699743815388000000,0
Indexes.allKeys.lookupDurationAvgMs,1699743755367000000,1699743815388000000,0.0
Indexes.entries.lookupDuration90PMs,1699743755367000000,1699743815388000000,139.0
Indexes.entries.lookupDurationAvgMs,1699743755367000000,1699743815388000000,47.5
VFSFlusher.totalFlushesRetried,1699743755367000000,1699743815388000000,0
Indexes.stubs.lookupDurationAvgMs,1699743755367000000,1699743815388000000,0.0
Indexes.stubs.lookups,1699743755367000000,1699743815388000000,0.0
Indexes.allKeys.lookups,1699743755367000000,1699743815388000000,0.0
VFSFlusher.totalFlushingTimeUs,1699743755367000000,1699743815388000000,1145726
Indexes.allKeys.lookupDurationMaxMs,1699743755367000000,1699743815388000000,0.0
FileNameCache.queries,1699743755367000000,1699743815388000000,13835809
FileNameCache.fastMisses,1699743755367000000,1699743815388000000,1609082
FileNameCache.totalMisses,1699743755367000000,1699743815388000000,550735
jps.module.iml.entities.serializer.save.entities.ms,1699743755367000000,1699743815388000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1699743755367000000,1699743815388000000,7
workspaceModel.load.cache.from.file.ms,1699743755367000000,1699743815388000000,364
jps.facet.change.listener.init.bridge.ms,1699743755367000000,1699743815388000000,0
workspaceModel.save.cache.to.file.ms,1699743755367000000,1699743815388000000,207
workspaceModel.moduleManagerBridge.load.all.modules.ms,1699743755367000000,1699743815388000000,110
workspaceModel.mutableEntityStorage.add.diff.ms,1699743755367000000,1699743815388000000,14
workspaceModel.moduleManagerBridge.create.module.instance.ms,1699743755367000000,1699743815388000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1699743755367000000,1699743815388000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1699743755367000000,1699743815388000000,0
jps.save.global.entities.ms,1699743755367000000,1699743815388000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1699743755367000000,1699743815388000000,0
workspaceModel.sync.entities.ms,1699743755367000000,1699743815388000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1699743755367000000,1699743815388000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1699743755367000000,1699743815388000000,23
workspaceModel.delayed.project.synchronizer.sync.ms,1699743755367000000,1699743815388000000,488
workspaceModel.global.updates.ms,1699743755367000000,1699743815388000000,0
jps.global.handle.changed.events.ms,1699743755367000000,1699743815388000000,0
jps.global.get.library.ms,1699743755367000000,1699743815388000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1699743755367000000,1699743815388000000,2
workspaceModel.orphan.listener.update.ms,1699743755367000000,1699743815388000000,3
workspaceModel.global.apply.state.to.project.ms,1699743755367000000,1699743815388000000,136
jps.global.get.libraries.ms,1699743755367000000,1699743815388000000,1
workspaceModel.moduleBridge.before.changed.ms,1699743755367000000,1699743815388000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1699743755367000000,1699743815388000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1699743755367000000,1699743815388000000,0
jps.project.serializers.save.ms,1699743755367000000,1699743815388000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1699743755367000000,1699743815388000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1699743755367000000,1699743815388000000,2
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1699743755367000000,1699743815388000000,0
jps.save.changed.project.entities.ms,1699743755367000000,1699743815388000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1699743755367000000,1699743815388000000,3799
jps.reload.project.entities.ms,1699743755367000000,1699743815388000000,0
jps.global.get.library.by.name.ms,1699743755367000000,1699743815388000000,0
jps.global.initialize.library.bridges.after.loading.ms,1699743755367000000,1699743815388000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1699743755367000000,1699743815388000000,0
jps.artifact.entities.serializer.save.entities.ms,1699743755367000000,1699743815388000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1699743755367000000,1699743815388000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1699743755367000000,1699743815388000000,22
jps.load.initial.state.ms,1699743755367000000,1699743815388000000,15
jps.library.entities.serializer.load.entities.ms,1699743755367000000,1699743815388000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1699743755367000000,1699743815388000000,6
jps.library.entities.serializer.save.entities.ms,1699743755367000000,1699743815388000000,0
jps.facet.change.listener.process.change.events.ms,1699743755367000000,1699743815388000000,0
jps.app.storage.content.writer.save.component.ms,1699743755367000000,1699743815388000000,0
jps.artifact.entities.serializer.load.entities.ms,1699743755367000000,1699743815388000000,0
jps.app.storage.content.reader.load.component.ms,1699743755367000000,1699743815388000000,1
workspaceModel.moduleBridge.update.option.ms,1699743755367000000,1699743815388000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1699743755367000000,1699743815388000000,0
workspaceModel.mutableEntityStorage.entities.ms,1699743755367000000,1699743815388000000,1
jps.apply.loaded.storage.ms,1699743755367000000,1699743815388000000,368
jps.global.initialize.library.bridges.ms,1699743755367000000,1699743815388000000,0
jps.global.handle.before.change.events.ms,1699743755367000000,1699743815388000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1699743755367000000,1699743815388000000,0
jps.module.iml.entities.serializer.load.entities.ms,1699743755367000000,1699743815388000000,19
workspaceModel.global.apply.state.to.project.builder.ms,1699743755367000000,1699743815388000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1699743755367000000,1699743815388000000,2
jps.facet.change.listener.before.change.events.ms,1699743755367000000,1699743815388000000,0
workspaceModel.global.updates.count,1699743755367000000,1699743815388000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1699743755367000000,1699743815388000000,2
jps.project.serializers.load.ms,1699743755367000000,1699743815388000000,55
jps.storage.jps.conf.reader.load.component.ms,1699743755367000000,1699743815388000000,20
jps.load.project.to.empty.storage.ms,1699743755367000000,1699743815388000000,64
